id,receivetime,sip,sport,dip,dport,category,severity
340446,2021-09-08 17:07:20,32.75.101.112,,20.2.206.4,,跨站脚本攻击（XSS）,低
340448,2021-09-08 17:07:40,20.209.30.68,,20.2.116.119,,暴力猜解,低
340449,2021-09-08 18:05:41,36.76.141.108,,20.5.94.200,,目录遍历,中
340450,2021-09-08 18:05:56,20.209.29.211,,20.210.17.68,17001,SQL注入,低
340451,2021-09-08 18:05:53,33.76.139.248,,20.2.206.4,,跨站脚本攻击（XSS）,低
340452,2021-09-08 18:06:16,20.209.29.178,,20.210.17.68,17001,SQL注入,低
340453,2021-09-08 18:06:16,33.75.111.21,,20.2.206.250,,跨站脚本攻击（XSS）,低
340454,2021-09-08 18:06:19,20.209.30.68,,20.2.116.119,,暴力猜解,低
340455,2021-09-08 18:06:16,20.62.24.196,,20.2.206.4,,跨站脚本攻击（XSS）,低
340456,2021-09-08 18:06:29,20.211.202.19,,20.2.206.4,,跨站脚本攻击（XSS）,低
340457,2021-09-08 18:06:35,20.211.111.105,,20.2.206.4,,跨站脚本攻击（XSS）,低
340458,2021-09-08 18:06:45,32.75.28.222,,20.2.206.4,,跨站脚本攻击（XSS）,低
340459,2021-09-08 18:06:56,20.209.29.211,,20.210.17.68,17001,SQL注入,低
340460,2021-09-08 18:07:05,21.75.27.109,,20.9.222.120,19200,命令执行,中
340461,2021-09-08 18:07:05,20.2.198.17,,20.209.115.183,22022,弱口令,中
340462,2021-09-08 18:07:16,20.209.29.178,,20.210.17.68,17001,SQL注入,低
340463,2021-09-08 18:07:18,32.75.28.222,,20.2.206.4,,跨站脚本攻击（XSS）,低
340464,2021-09-08 18:07:18,20.209.30.68,,20.2.116.119,,暴力猜解,低
340465,2021-09-08 18:07:33,20.211.29.73,,20.5.94.200,,目录遍历,中
340466,2021-09-08 18:07:33,20.211.29.73,,20.5.94.200,,非授权访问/权限绕过,低
340467,2021-09-08 18:07:36,32.75.28.222,,20.2.206.4,,跨站脚本攻击（XSS）,低
340469,2021-09-08 18:07:56,20.209.29.211,,20.210.17.68,17001,SQL注入,低
340470,2021-09-08 18:08:16,20.209.29.178,,20.210.17.68,17001,SQL注入,低
340471,2021-09-08 18:08:16,20.211.111.105,,20.2.206.4,,跨站脚本攻击（XSS）,低
340571,2021-09-08 15:51:05,20.211.193.233,,20.2.206.4,,跨站脚本攻击（XSS）,低
340572,2021-09-08 15:51:06,20.209.30.68,,20.2.116.119,,暴力猜解,低
340573,2021-09-08 15:51:07,20.211.154.226,,20.2.206.4,,跨站脚本攻击（XSS）,低
340574,2021-09-08 15:51:08,20.209.30.66,,20.2.116.119,,暴力猜解,低
340575,2021-09-08 15:51:16,20.209.29.178,,20.210.17.68,17001,SQL注入,低
340576,2021-09-08 15:51:11,20.211.111.105,,20.2.206.4,,跨站脚本攻击（XSS）,低
340577,2021-09-08 15:51:20,32.75.208.150,,20.2.206.4,,跨站脚本攻击（XSS）,低
340578,2021-09-08 15:51:26,32.75.150.250,,20.2.206.4,,跨站脚本攻击（XSS）,低
340579,2021-09-08 15:51:31,20.209.38.191,,20.2.206.4,,跨站脚本攻击（XSS）,低
340580,2021-09-08 15:51:36,32.75.26.152,,20.2.206.4,,跨站脚本攻击（XSS）,低
340581,2021-09-08 15:51:37,20.209.184.88,,20.2.206.4,,跨站脚本攻击（XSS）,低
340582,2021-09-08 15:51:35,36.75.7.114,,20.2.206.4,,跨站脚本攻击（XSS）,低
340583,2021-09-08 15:51:42,20.209.183.171,,20.2.206.4,,跨站脚本攻击（XSS）,低
340584,2021-09-08 15:51:46,20.209.30.72,,20.2.116.119,,暴力猜解,低
340585,2021-09-08 15:51:44,32.75.208.150,,20.2.206.4,,跨站脚本攻击（XSS）,低
340586,2021-09-08 15:51:56,20.209.29.211,,20.210.17.68,17001,SQL注入,低
340587,2021-09-08 15:52:01,20.209.38.191,,20.2.206.4,,跨站脚本攻击（XSS）,低
340588,2021-09-08 15:52:06,20.209.30.68,,20.2.116.119,,暴力猜解,低
340589,2021-09-08 15:52:08,20.209.223.182,,20.2.206.4,,跨站脚本攻击（XSS）,低
340590,2021-09-08 15:52:09,20.209.30.66,,20.2.116.119,,暴力猜解,低
340591,2021-09-08 15:52:13,32.76.12.183,,20.2.206.4,,跨站脚本攻击（XSS）,低
340592,2021-09-08 15:52:16,20.209.29.178,,20.210.17.68,17001,SQL注入,低
340593,2021-09-08 15:52:23,20.209.184.88,,20.2.206.4,,跨站脚本攻击（XSS）,低
340745,2021-09-08 15:16:40,32.75.15.156,,20.5.45.37,,目录遍历,中
340746,2021-09-08 15:16:39,32.75.15.156,,20.5.50.35,,目录遍历,中
340747,2021-09-08 15:16:42,20.211.154.2,,20.2.206.4,,跨站脚本攻击（XSS）,低
340748,2021-09-08 15:16:47,20.209.30.68,,20.2.116.119,,暴力猜解,低
340749,2021-09-08 15:16:48,20.209.30.66,,20.2.116.119,,暴力猜解,低
340750,2021-09-08 15:16:53,20.211.157.168,,20.5.94.200,,非授权访问/权限绕过,低
340751,2021-09-08 15:16:53,20.211.157.168,,20.5.94.200,,目录遍历,中
340752,2021-09-08 15:16:56,20.209.29.211,,20.210.17.68,17001,SQL注入,低
340753,2021-09-08 15:16:54,20.209.222.2,,20.2.206.4,,跨站脚本攻击（XSS）,低
340754,2021-09-08 15:16:55,32.75.28.72,,20.2.206.4,,跨站脚本攻击（XSS）,低
340755,2021-09-08 15:17:04,20.209.33.122,,20.2.206.4,,跨站脚本攻击（XSS）,低
340756,2021-09-08 15:17:08,21.75.27.105,,20.9.222.120,19200,命令执行,中
340757,2021-09-08 15:17:06,32.75.140.250,,20.2.206.4,,跨站脚本攻击（XSS）,低
340758,2021-09-08 15:17:06,20.211.29.89,,20.2.206.4,,跨站脚本攻击（XSS）,低
340759,2021-09-08 15:17:10,32.75.28.62,,20.2.206.4,,跨站脚本攻击（XSS）,低
340760,2021-09-08 15:17:16,20.209.29.178,,20.210.17.68,17001,SQL注入,低
340761,2021-09-08 15:17:13,20.211.154.2,,20.2.206.4,,跨站脚本攻击（XSS）,低
340762,2021-09-08 15:17:19,20.211.44.49,,20.2.206.4,,跨站脚本攻击（XSS）,低
340763,2021-09-08 15:17:23,20.209.31.73,,20.2.206.4,,跨站脚本攻击（XSS）,低
340764,2021-09-08 15:17:33,20.211.44.49,,20.2.206.4,,跨站脚本攻击（XSS）,低
340765,2021-09-08 15:17:35,32.75.28.62,,20.2.206.4,,跨站脚本攻击（XSS）,低
340767,2021-09-08 15:17:42,20.209.31.73,,20.2.206.4,,跨站脚本攻击（XSS）,低
340768,2021-09-08 17:59:08,32.75.83.149,,20.2.206.4,,跨站脚本攻击（XSS）,低
340769,2021-09-08 17:59:07,20.209.31.108,,20.2.206.4,,跨站脚本攻击（XSS）,低
340770,2021-09-08 17:59:14,36.76.141.75,,20.5.94.200,,目录遍历,中
340771,2021-09-08 17:59:14,36.76.141.75,,20.5.94.200,,非授权访问/权限绕过,低
340772,2021-09-08 17:59:16,20.209.29.178,,20.210.17.68,17001,SQL注入,低
340773,2021-09-08 17:59:15,20.209.30.68,,20.2.116.119,,暴力猜解,低
340774,2021-09-08 17:59:24,20.211.201.204,,20.2.206.4,,跨站脚本攻击（XSS）,低
340775,2021-09-08 17:59:38,20.211.202.17,,20.5.94.200,,目录遍历,中
340776,2021-09-08 17:59:39,20.211.202.17,,20.5.94.200,,非授权访问/权限绕过,低
340777,2021-09-08 17:59:39,20.209.31.248,,20.2.206.4,,跨站脚本攻击（XSS）,低
340778,2021-09-08 17:59:40,32.75.140.133,,20.2.206.4,,跨站脚本攻击（XSS）,低
340779,2021-09-08 17:59:44,33.76.12.198,,20.2.206.4,,跨站脚本攻击（XSS）,低
340780,2021-09-08 17:59:51,20.211.107.207,,20.5.94.200,,目录遍历,中
340781,2021-09-08 17:59:51,20.211.107.207,,20.5.94.200,,非授权访问/权限绕过,低
340782,2021-09-08 17:59:56,20.209.29.211,,20.210.17.68,17001,SQL注入,低
340783,2021-09-08 17:59:54,20.211.44.49,,20.2.206.4,,跨站脚本攻击（XSS）,低
340784,2021-09-08 18:00:05,20.211.29.94,,20.5.94.200,,非授权访问/权限绕过,低
340785,2021-09-08 18:00:04,20.211.29.94,,20.5.94.200,,目录遍历,中
340786,2021-09-08 18:00:12,20.209.169.247,,20.2.206.4,,跨站脚本攻击（XSS）,低
340787,2021-09-08 18:00:16,20.209.29.178,,20.210.17.68,17001,SQL注入,低
340788,2021-09-08 18:00:15,20.209.30.68,,20.2.116.119,,暴力猜解,低
340789,2021-09-08 18:00:16,20.211.44.49,,20.2.206.4,,跨站脚本攻击（XSS）,低
340813,2021-09-08 18:34:16,20.209.29.178,,20.210.17.68,17001,SQL注入,低
340814,2021-09-08 18:34:25,20.209.30.68,,20.2.116.119,,暴力猜解,低
340815,2021-09-08 18:34:43,20.211.157.151,,20.5.94.200,,目录遍历,中
340816,2021-09-08 18:34:43,20.211.157.151,,20.5.94.200,,非授权访问/权限绕过,低
340817,2021-09-08 18:34:45,32.75.208.147,,20.2.206.4,,跨站脚本攻击（XSS）,低
340818,2021-09-08 18:34:56,20.209.29.211,,20.210.17.68,17001,SQL注入,低
340819,2021-09-08 18:35:06,33.76.22.213,,20.2.206.4,,跨站脚本攻击（XSS）,低
340820,2021-09-08 18:35:07,33.76.22.212,,20.2.206.4,,跨站脚本攻击（XSS）,低
340821,2021-09-08 18:35:11,36.76.141.92,,20.5.94.200,,目录遍历,中
340822,2021-09-08 18:35:11,36.76.141.92,,20.5.94.200,,非授权访问/权限绕过,低
340823,2021-09-08 18:35:16,20.209.29.178,,20.210.17.68,17001,SQL注入,低
340824,2021-09-08 18:35:25,20.209.30.68,,20.2.116.119,,暴力猜解,低
340825,2021-09-08 18:35:56,20.209.29.211,,20.210.17.68,17001,SQL注入,低
340826,2021-09-08 18:35:59,33.76.22.212,,20.2.206.4,,跨站脚本攻击（XSS）,低
340827,2021-09-08 18:36:06,21.75.27.109,,20.9.222.120,19200,命令执行,中
340828,2021-09-08 18:36:16,20.209.29.178,,20.210.17.68,17001,SQL注入,低
340829,2021-09-08 18:36:25,33.76.22.212,,20.2.206.4,,跨站脚本攻击（XSS）,低
340830,2021-09-08 18:36:26,20.209.30.68,,20.2.116.119,,暴力猜解,低
340831,2021-09-08 18:36:26,32.75.83.149,,20.2.206.4,,跨站脚本攻击（XSS）,低
340832,2021-09-08 18:36:57,20.209.29.211,,20.210.17.68,17001,SQL注入,低
340833,2021-09-08 18:36:56,20.209.29.211,,20.210.17.68,17001,SQL注入,低
340834,2021-09-08 18:37:16,20.209.29.178,,20.210.17.68,17001,SQL注入,低
340857,2021-09-08 18:08:18,20.209.30.68,,20.2.116.119,,暴力猜解,低
340858,2021-09-08 18:08:28,36.76.141.75,,20.5.94.200,,非授权访问/权限绕过,低
340859,2021-09-08 18:08:28,36.76.141.75,,20.5.94.200,,目录遍历,中
340860,2021-09-08 18:08:31,20.211.29.73,,20.5.94.200,,目录遍历,中
340861,2021-09-08 18:08:31,20.211.29.73,,20.5.94.200,,非授权访问/权限绕过,低
340862,2021-09-08 18:08:28,33.76.139.248,,20.2.206.4,,跨站脚本攻击（XSS）,低
340863,2021-09-08 18:08:47,20.62.24.196,,20.2.206.4,,跨站脚本攻击（XSS）,低
340864,2021-09-08 18:08:47,32.75.24.146,,20.2.206.4,,跨站脚本攻击（XSS）,低
340865,2021-09-08 18:08:48,33.76.139.248,,20.2.206.4,,跨站脚本攻击（XSS）,低
340866,2021-09-08 18:08:49,20.209.184.44,,20.2.206.4,,跨站脚本攻击（XSS）,低
340867,2021-09-08 18:08:56,20.209.29.211,,20.210.17.68,17001,SQL注入,低
340868,2021-09-08 18:09:01,32.75.140.244,,20.5.94.200,,SQL注入,低
340869,2021-09-08 18:09:16,20.209.29.178,,20.210.17.68,17001,SQL注入,低
340870,2021-09-08 18:09:18,20.209.30.68,,20.2.116.119,,暴力猜解,低
340871,2021-09-08 18:09:25,20.211.111.105,,20.2.206.4,,跨站脚本攻击（XSS）,低
340872,2021-09-08 18:09:56,20.209.29.211,,20.210.17.68,17001,SQL注入,低
340873,2021-09-08 18:10:01,32.75.83.151,,20.2.206.4,,跨站脚本攻击（XSS）,低
340874,2021-09-08 18:10:05,20.62.24.196,,20.2.206.4,,跨站脚本攻击（XSS）,低
340875,2021-09-08 18:10:16,20.209.29.178,,20.210.17.68,17001,SQL注入,低
340876,2021-09-08 18:10:17,36.76.141.75,,20.5.94.200,,非授权访问/权限绕过,低
340877,2021-09-08 18:10:16,36.76.141.75,,20.5.94.200,,目录遍历,中
340878,2021-09-08 18:10:19,20.209.30.68,,20.2.116.119,,暴力猜解,低
340924,2021-09-08 15:24:34,20.211.86.72,,20.5.94.200,,目录遍历,中
340925,2021-09-08 15:24:30,20.5.51.35,,20.211.107.21,,恶意样本投递,低
340926,2021-09-08 15:24:39,32.76.144.169,,20.5.94.200,,目录遍历,中
340927,2021-09-08 15:24:39,32.76.144.169,,20.5.94.200,,非授权访问/权限绕过,低
340928,2021-09-08 15:24:37,20.211.129.187,,20.2.206.4,,跨站脚本攻击（XSS）,低
340929,2021-09-08 15:24:46,36.76.141.90,,20.5.94.200,,非授权访问/权限绕过,低
340930,2021-09-08 15:24:45,36.76.141.90,,20.5.94.200,,目录遍历,中
340931,2021-09-08 15:24:47,20.211.44.122,,20.2.206.4,,跨站脚本攻击（XSS）,低
340932,2021-09-08 15:24:52,20.209.30.68,,20.2.116.119,,暴力猜解,低
340933,2021-09-08 15:24:54,32.76.151.200,,20.5.94.200,,目录遍历,中
340934,2021-09-08 15:24:56,20.209.29.211,,20.210.17.68,17001,SQL注入,低
340935,2021-09-08 15:24:55,32.76.151.200,,20.5.94.200,,非授权访问/权限绕过,低
340936,2021-09-08 15:24:54,20.209.30.66,,20.2.116.119,,暴力猜解,低
340937,2021-09-08 15:25:08,20.211.12.50,,30.197.164.111,18702,SQL注入,低
340938,2021-09-08 15:25:04,32.75.24.84,,20.2.206.4,,跨站脚本攻击（XSS）,低
340939,2021-09-08 15:25:10,20.211.12.50,,30.197.164.111,18702,SQL注入,中
340940,2021-09-08 15:25:10,20.211.12.50,,30.197.164.111,18702,SQL注入,中
340941,2021-09-08 15:25:10,20.211.12.50,,30.197.164.111,18702,SQL注入,低
340942,2021-09-08 15:25:12,32.75.24.84,,20.2.206.4,,跨站脚本攻击（XSS）,低
340943,2021-09-08 15:25:12,34.75.141.172,,20.2.206.4,,跨站脚本攻击（XSS）,低
340944,2021-09-08 15:25:16,20.209.29.178,,20.210.17.68,17001,SQL注入,低
340945,2021-09-08 15:25:35,20.211.157.168,,20.5.94.200,,目录遍历,中
340969,2021-09-08 16:49:56,20.209.29.211,,20.210.17.68,17001,SQL注入,低
340970,2021-09-08 16:50:07,20.209.222.133,,20.2.206.4,,跨站脚本攻击（XSS）,低
340971,2021-09-08 16:50:16,20.209.29.178,,20.210.17.68,17001,SQL注入,低
340972,2021-09-08 16:50:27,36.76.141.75,,20.5.94.200,,目录遍历,中
340973,2021-09-08 16:50:27,36.76.141.75,,20.5.94.200,,非授权访问/权限绕过,低
340974,2021-09-08 16:50:29,20.209.222.133,,20.2.206.4,,跨站脚本攻击（XSS）,低
340975,2021-09-08 16:50:30,33.76.12.146,,20.2.206.4,,跨站脚本攻击（XSS）,低
340976,2021-09-08 16:50:33,20.209.30.68,,20.2.116.119,,暴力猜解,低
340977,2021-09-08 16:50:39,20.211.107.207,,20.5.94.200,,目录遍历,中
340978,2021-09-08 16:50:36,32.75.140.247,,20.2.206.4,,跨站脚本攻击（XSS）,低
340979,2021-09-08 16:50:40,20.211.107.207,,20.5.94.200,,非授权访问/权限绕过,低
340980,2021-09-08 16:50:47,34.76.17.13,,20.2.206.4,,跨站脚本攻击（XSS）,低
340981,2021-09-08 16:50:57,20.209.29.211,,20.210.17.68,17001,SQL注入,低
340982,2021-09-08 16:50:51,20.2.198.17,,20.209.115.183,22022,弱口令,中
340983,2021-09-08 16:50:56,20.209.29.211,,20.210.17.68,17001,SQL注入,低
340984,2021-09-08 16:50:55,33.76.12.146,,20.2.206.4,,跨站脚本攻击（XSS）,低
340985,2021-09-08 16:50:55,20.209.40.1,,20.2.206.4,,跨站脚本攻击（XSS）,低
340986,2021-09-08 16:51:00,34.76.21.3,,20.2.206.4,,跨站脚本攻击（XSS）,低
340987,2021-09-08 16:51:03,36.76.141.75,,20.5.94.200,,目录遍历,中
340988,2021-09-08 16:51:04,36.76.141.75,,20.5.94.200,,非授权访问/权限绕过,低
340989,2021-09-08 16:51:04,34.76.17.13,,20.2.206.4,,跨站脚本攻击（XSS）,低
340990,2021-09-08 16:51:10,20.211.155.69,,20.5.94.200,,非授权访问/权限绕过,低
341042,2021-09-08 16:28:07,20.209.32.245,,20.2.206.4,,跨站脚本攻击（XSS）,低
341043,2021-09-08 16:28:13,36.76.141.109,,20.5.94.200,,目录遍历,中
341044,2021-09-08 16:28:11,20.211.201.5,,20.2.206.4,,跨站脚本攻击（XSS）,低
341045,2021-09-08 16:28:14,36.76.141.109,,20.5.94.200,,非授权访问/权限绕过,低
341046,2021-09-08 16:28:16,20.209.29.178,,20.210.17.68,17001,SQL注入,低
341047,2021-09-08 16:28:19,20.211.194.226,,20.2.206.4,,跨站脚本攻击（XSS）,低
341048,2021-09-08 16:28:23,34.75.140.126,,20.2.206.4,,跨站脚本攻击（XSS）,低
341049,2021-09-08 16:28:25,20.209.30.68,,20.2.116.119,,暴力猜解,低
341050,2021-09-08 16:28:26,20.209.176.4,,20.5.94.200,,目录遍历,中
341051,2021-09-08 16:28:27,20.209.176.4,,20.5.94.200,,非授权访问/权限绕过,低
341052,2021-09-08 16:28:28,20.211.71.34,,20.2.206.4,,跨站脚本攻击（XSS）,低
341053,2021-09-08 16:28:32,34.75.140.126,,20.2.206.4,,跨站脚本攻击（XSS）,低
341054,2021-09-08 16:28:42,20.211.12.50,,30.197.164.111,18702,SQL注入,低
341055,2021-09-08 16:28:44,20.211.12.50,,30.197.164.111,18702,SQL注入,中
341056,2021-09-08 16:28:44,20.211.12.50,,30.197.164.111,18702,SQL注入,中
341057,2021-09-08 16:28:40,20.211.201.5,,20.2.206.4,,跨站脚本攻击（XSS）,低
341058,2021-09-08 16:28:44,20.211.12.50,,30.197.164.111,18702,SQL注入,低
341059,2021-09-08 16:28:41,20.209.179.216,,20.2.206.4,,跨站脚本攻击（XSS）,低
341060,2021-09-08 16:28:56,20.209.29.211,,20.210.17.68,17001,SQL注入,低
341061,2021-09-08 16:29:02,20.211.194.226,,20.2.206.4,,跨站脚本攻击（XSS）,低
341062,2021-09-08 16:29:08,21.75.27.109,,20.9.222.120,19200,命令执行,中
341063,2021-09-08 16:29:08,20.211.201.5,,20.2.206.4,,跨站脚本攻击（XSS）,低
341184,2021-09-08 15:23:37,20.211.107.207,,20.5.94.200,,目录遍历,中
341185,2021-09-08 15:23:38,20.211.107.207,,20.5.94.200,,非授权访问/权限绕过,低
341186,2021-09-08 15:23:39,20.209.35.125,,20.2.206.4,,跨站脚本攻击（XSS）,低
341187,2021-09-08 15:23:43,20.211.154.2,,20.2.206.4,,跨站脚本攻击（XSS）,低
341188,2021-09-08 15:23:47,34.75.141.117,,20.2.206.4,,跨站脚本攻击（XSS）,低
341189,2021-09-08 15:23:51,20.209.30.68,,20.2.116.119,,暴力猜解,低
341190,2021-09-08 15:23:51,34.76.21.248,,20.2.206.4,,跨站脚本攻击（XSS）,低
341191,2021-09-08 15:23:56,20.209.29.211,,20.210.17.68,17001,SQL注入,低
341192,2021-09-08 15:23:54,20.209.30.66,,20.2.116.119,,暴力猜解,低
341193,2021-09-08 15:23:55,20.211.129.187,,20.2.206.4,,跨站脚本攻击（XSS）,低
341194,2021-09-08 15:24:02,20.209.179.171,,20.2.206.4,,跨站脚本攻击（XSS）,低
341195,2021-09-08 15:24:09,20.211.129.187,,20.2.206.4,,跨站脚本攻击（XSS）,低
341196,2021-09-08 15:24:16,20.209.29.178,,20.210.17.68,17001,SQL注入,低
341197,2021-09-08 15:24:12,34.75.141.117,,20.2.206.4,,跨站脚本攻击（XSS）,低
341198,2021-09-08 15:24:11,20.211.194.226,,20.2.206.4,,跨站脚本攻击（XSS）,低
341199,2021-09-08 15:24:10,20.211.154.2,,20.2.206.4,,跨站脚本攻击（XSS）,低
341200,2021-09-08 15:24:19,20.211.107.207,,20.5.94.200,,目录遍历,中
341201,2021-09-08 15:24:19,20.211.107.207,,20.5.94.200,,非授权访问/权限绕过,低
341202,2021-09-08 15:24:15,20.2.198.17,,20.209.115.183,22022,弱口令,中
341203,2021-09-08 15:24:29,36.76.141.108,,20.5.94.200,,非授权访问/权限绕过,低
341204,2021-09-08 15:24:29,36.76.141.108,,20.5.94.200,,目录遍历,中
341205,2021-09-08 15:24:34,20.211.86.72,,20.5.94.200,,非授权访问/权限绕过,低
341310,2021-09-08 16:30:56,20.209.35.181,,20.2.206.4,,跨站脚本攻击（XSS）,低
341311,2021-09-08 16:31:07,21.75.27.105,,20.9.222.120,19200,命令执行,中
341312,2021-09-08 16:31:09,21.75.27.109,,20.9.222.120,19200,命令执行,中
341313,2021-09-08 16:31:08,20.211.42.245,,20.2.206.4,,跨站脚本攻击（XSS）,低
341314,2021-09-08 16:31:07,20.209.35.181,,20.2.206.4,,跨站脚本攻击（XSS）,低
341315,2021-09-08 16:31:10,20.209.35.39,,20.2.206.4,,跨站脚本攻击（XSS）,低
341316,2021-09-08 16:31:11,34.76.140.5,,20.2.206.4,,跨站脚本攻击（XSS）,低
341317,2021-09-08 16:31:13,32.75.97.99,,20.5.94.200,,目录遍历,中
341318,2021-09-08 16:31:14,32.75.97.99,,20.5.94.200,,非授权访问/权限绕过,低
341319,2021-09-08 16:31:16,20.209.29.178,,20.210.17.68,17001,SQL注入,低
341320,2021-09-08 16:31:28,20.209.30.68,,20.2.116.119,,暴力猜解,低
341321,2021-09-08 16:31:40,20.209.35.120,,20.2.206.4,,跨站脚本攻击（XSS）,低
341322,2021-09-08 16:31:54,20.211.42.245,,20.2.206.4,,跨站脚本攻击（XSS）,低
341323,2021-09-08 16:31:56,20.209.29.211,,20.210.17.68,17001,SQL注入,低
341324,2021-09-08 16:31:57,20.209.221.225,,20.2.206.4,,跨站脚本攻击（XSS）,低
341325,2021-09-08 16:31:58,32.76.13.121,,20.2.206.4,,跨站脚本攻击（XSS）,低
341326,2021-09-08 16:32:03,20.211.12.50,,30.197.164.111,18702,SQL注入,低
341327,2021-09-08 16:32:08,21.75.27.105,,20.9.222.120,19200,命令执行,中
341328,2021-09-08 16:32:13,20.211.42.245,,20.2.206.4,,跨站脚本攻击（XSS）,低
341329,2021-09-08 16:32:14,20.209.35.120,,20.2.206.4,,跨站脚本攻击（XSS）,低
341330,2021-09-08 16:32:16,20.209.29.178,,20.210.17.68,17001,SQL注入,低
341331,2021-09-08 16:32:18,20.209.221.225,,20.2.206.4,,跨站脚本攻击（XSS）,低
341332,2021-09-08 17:33:01,33.76.22.212,,20.2.206.4,,跨站脚本攻击（XSS）,低
341333,2021-09-08 17:33:05,20.211.111.105,,20.2.206.4,,跨站脚本攻击（XSS）,低
341334,2021-09-08 17:33:08,20.209.33.135,,20.2.206.4,,跨站脚本攻击（XSS）,低
341335,2021-09-08 17:33:09,20.209.30.68,,20.2.116.119,,暴力猜解,低
341336,2021-09-08 17:33:16,20.209.29.178,,20.210.17.68,17001,SQL注入,低
341337,2021-09-08 17:33:25,20.209.223.235,,20.2.206.4,,跨站脚本攻击（XSS）,低
341338,2021-09-08 17:33:28,20.211.44.53,,20.2.206.4,,跨站脚本攻击（XSS）,低
341339,2021-09-08 17:33:34,36.76.141.75,,20.5.94.200,,目录遍历,中
341340,2021-09-08 17:33:35,36.76.141.75,,20.5.94.200,,非授权访问/权限绕过,低
341341,2021-09-08 17:33:34,20.209.32.245,,20.2.206.4,,跨站脚本攻击（XSS）,低
341342,2021-09-08 17:33:45,20.211.203.8,,20.2.206.4,,跨站脚本攻击（XSS）,低
341343,2021-09-08 17:33:48,20.211.29.57,,20.2.206.4,,跨站脚本攻击（XSS）,低
341344,2021-09-08 17:33:49,33.76.21.171,,20.2.206.4,,跨站脚本攻击（XSS）,低
341345,2021-09-08 17:33:54,32.76.139.80,,20.5.94.200,,目录遍历,中
341346,2021-09-08 17:33:55,32.76.139.80,,20.5.94.200,,非授权访问/权限绕过,低
341347,2021-09-08 17:33:56,20.209.29.211,,20.210.17.68,17001,SQL注入,低
341348,2021-09-08 17:33:54,20.209.223.235,,20.2.206.4,,跨站脚本攻击（XSS）,低
341349,2021-09-08 17:33:58,20.211.29.57,,20.2.206.4,,跨站脚本攻击（XSS）,低
341350,2021-09-08 17:34:04,33.76.21.171,,20.2.206.4,,跨站脚本攻击（XSS）,低
341351,2021-09-08 17:34:08,20.209.30.68,,20.2.116.119,,暴力猜解,低
341352,2021-09-08 17:34:10,32.75.141.22,,20.2.206.4,,跨站脚本攻击（XSS）,低
341353,2021-09-08 17:34:16,20.209.29.178,,20.210.17.68,17001,SQL注入,低
341399,2021-09-08 17:27:47,20.209.227.135,,20.2.206.4,,跨站脚本攻击（XSS）,低
341400,2021-09-08 17:27:46,33.76.22.212,,20.2.206.4,,跨站脚本攻击（XSS）,低
341401,2021-09-08 17:27:50,20.211.86.72,,20.5.94.200,,非授权访问/权限绕过,低
341402,2021-09-08 17:27:47,20.209.30.68,,20.2.116.119,,暴力猜解,低
341403,2021-09-08 17:27:52,20.211.194.177,,20.2.206.4,,跨站脚本攻击（XSS）,低
341404,2021-09-08 17:27:56,20.209.29.211,,20.210.17.68,17001,SQL注入,低
341405,2021-09-08 17:28:02,20.211.157.151,,20.5.94.200,,目录遍历,中
341406,2021-09-08 17:28:02,20.211.157.151,,20.5.94.200,,非授权访问/权限绕过,低
341407,2021-09-08 17:28:08,21.75.27.105,,20.9.222.120,19200,命令执行,中
341408,2021-09-08 17:28:16,20.209.29.178,,20.210.17.68,17001,SQL注入,低
341409,2021-09-08 17:28:21,33.76.22.212,,20.2.206.4,,跨站脚本攻击（XSS）,低
341410,2021-09-08 17:28:24,20.209.37.203,,20.2.206.4,,跨站脚本攻击（XSS）,低
341411,2021-09-08 17:28:31,32.76.12.183,,20.2.206.4,,跨站脚本攻击（XSS）,低
341412,2021-09-08 17:28:41,20.209.43.150,,20.2.206.4,,跨站脚本攻击（XSS）,低
341413,2021-09-08 17:28:44,20.209.35.193,,20.2.206.4,,跨站脚本攻击（XSS）,低
341414,2021-09-08 17:28:42,20.209.32.192,,20.2.206.4,,跨站脚本攻击（XSS）,低
341415,2021-09-08 17:28:47,20.209.30.68,,20.2.116.119,,暴力猜解,低
341416,2021-09-08 17:28:56,20.209.29.211,,20.210.17.68,17001,SQL注入,低
341417,2021-09-08 17:28:55,20.211.44.50,,20.2.206.4,,跨站脚本攻击（XSS）,低
341418,2021-09-08 17:28:55,33.76.22.212,,20.2.206.4,,跨站脚本攻击（XSS）,低
341419,2021-09-08 17:28:58,32.76.12.183,,20.2.206.4,,跨站脚本攻击（XSS）,低
341420,2021-09-08 17:29:02,32.76.25.133,,20.2.206.4,,跨站脚本攻击（XSS）,低
341421,2021-09-08 15:39:55,34.76.18.118,,20.2.206.4,,跨站脚本攻击（XSS）,低
341422,2021-09-08 15:39:59,20.209.30.68,,20.2.116.119,,暴力猜解,低
341423,2021-09-08 15:39:58,20.211.202.73,,20.2.206.4,,跨站脚本攻击（XSS）,低
341424,2021-09-08 15:40:01,20.209.30.66,,20.2.116.119,,暴力猜解,低
341425,2021-09-08 15:40:05,34.76.18.118,,20.2.206.4,,跨站脚本攻击（XSS）,低
341426,2021-09-08 15:40:10,20.209.33.89,,20.2.206.4,,跨站脚本攻击（XSS）,低
