id,receivetime,sip,sport,dip,dport,category,severity
78009,2021-09-08 16:53:40,20.62.23.115,44862,20.209.141.240,10022,口令破解,中
78010,2021-09-08 18:53:27,20.62.23.115,50887,20.209.141.240,10022,口令破解,中
78011,2021-09-08 18:53:27,20.62.23.115,50887,20.209.141.240,10022,口令破解,中
78164,2021-09-08 18:42:01,20.211.12.176,57650,20.209.24.116,22,信息泄露,中
78180,2021-09-08 18:40:01,20.211.12.72,54509,20.209.134.245,13306,口令破解,中
78208,2021-09-08 18:36:33,20.211.17.7,51268,20.209.141.31,19100,口令破解,中
78228,2021-09-08 15:21:10,20.211.12.176,54972,20.209.27.175,22,信息泄露,中
78229,2021-09-08 15:21:11,31.75.76.163,35733,20.209.134.104,25,信息泄露,中
78230,2021-09-08 15:21:11,20.62.23.145,53516,20.209.141.240,10022,口令破解,中
78231,2021-09-08 15:30:36,20.211.12.72,58651,20.209.141.97,13306,口令破解,中
78302,2021-09-08 15:34:39,20.211.12.72,46206,35.76.12.45,3306,口令破解,中
78341,2021-09-08 17:23:59,20.209.161.88,2024,20.209.24.85,80,Web应用攻击,低
78462,2021-09-08 18:44:16,20.211.12.72,55143,35.76.12.45,3306,口令破解,中
78463,2021-09-08 18:55:54,20.211.207.122,57391,20.209.134.103,80,违规应用软件,低
78464,2021-09-08 18:55:54,20.211.207.122,57391,20.209.134.103,80,违规应用软件,低
78475,2021-09-08 17:03:46,36.76.141.38,63114,35.76.16.41,13306,口令破解,中
78526,2021-09-08 15:50:00,20.211.12.72,60722,20.209.141.97,13306,口令破解,中
78527,2021-09-08 16:00:02,20.211.12.72,33469,20.209.141.97,13306,口令破解,中
78528,2021-09-08 16:00:08,36.75.111.176,65466,31.76.11.111,22,口令破解,中
78529,2021-09-08 17:17:30,20.209.23.149,57250,20.145.26.74,5000,违规应用软件,低
78530,2021-09-08 17:19:06,35.76.251.211,38802,35.2.251.136,22,信息泄露,中
78536,2021-09-08 18:12:35,20.62.23.176,25992,20.209.29.64,10022,口令破解,中
78537,2021-09-08 18:12:53,20.211.15.250,55662,20.209.125.50,23306,口令破解,中
78538,2021-09-08 18:03:10,31.75.76.163,44328,20.209.134.104,5904,信息泄露,中
78570,2021-09-08 17:31:46,36.76.141.38,53819,35.76.16.41,13306,口令破解,中
78698,2021-09-08 15:21:59,20.211.12.242,60768,20.209.30.197,20001,木马行为,低
78767,2021-09-08 15:32:19,20.211.15.250,45026,20.209.125.50,23306,口令破解,中
78789,2021-09-08 15:19:17,35.76.251.212,38882,35.2.251.136,22,信息泄露,中
78790,2021-09-08 15:29:48,20.209.39.16,63736,35.76.16.190,80,信息泄露,中
78964,2021-09-08 15:19:12,35.76.251.211,54962,35.2.251.136,22,信息泄露,中
78965,2021-09-08 15:30:00,36.76.141.38,64150,35.76.16.41,13306,口令破解,中
79005,2021-09-08 18:22:32,36.76.141.40,55523,35.76.16.41,13306,口令破解,中
79073,2021-09-08 18:04:44,20.211.12.176,54119,20.209.24.116,22,信息泄露,中
79074,2021-09-08 18:14:11,35.76.251.212,34226,35.2.251.136,22,信息泄露,中
79175,2021-09-08 18:02:00,20.211.12.176,53854,20.209.27.177,22,信息泄露,中
79208,2021-09-08 18:57:34,20.62.23.176,35729,20.209.29.64,10022,口令破解,中
79245,2021-09-08 16:47:01,20.211.17.39,65386,20.209.27.122,88,木马行为,低
79246,2021-09-08 16:57:28,20.62.23.176,10083,20.209.29.64,10022,口令破解,中
79279,2021-09-08 16:51:48,20.211.12.176,63564,20.209.27.175,22,信息泄露,中
79346,2021-09-08 16:30:59,20.211.12.176,61583,20.209.27.177,22,信息泄露,中
79347,2021-09-08 16:30:21,20.211.15.251,46710,20.209.137.42,13306,口令破解,中
79348,2021-09-08 16:30:25,20.209.161.88,1486,20.209.24.85,80,Web应用攻击,低
79432,2021-09-08 15:55:01,20.62.23.145,42021,20.209.141.240,10022,木马行为,低
79433,2021-09-08 15:55:22,20.211.12.155,51429,35.76.39.168,3306,口令破解,中
79525,2021-09-08 15:11:38,31.75.76.163,40003,20.209.134.104,5915,信息泄露,中
79526,2021-09-08 15:11:33,20.211.15.240,52376,20.209.134.152,13306,口令破解,中
79527,2021-09-08 15:11:45,31.75.76.163,34661,20.209.134.104,25,信息泄露,中
79528,2021-09-08 15:12:16,20.211.15.250,43753,20.209.125.50,23306,口令破解,中
79545,2021-09-08 18:03:27,20.211.12.72,38892,20.209.141.97,13306,口令破解,中
79579,2021-09-08 15:11:03,20.62.23.145,40792,20.209.141.240,10022,口令破解,中
79580,2021-09-08 18:34:38,20.211.15.241,48064,20.209.134.152,13306,口令破解,中
79581,2021-09-08 18:34:50,20.62.27.186,51833,20.209.134.32,10022,口令破解,中
79582,2021-09-08 18:34:55,20.209.128.228,35648,20.111.64.194,20022,口令破解,中
79622,2021-09-08 18:53:27,20.62.23.115,50887,20.209.141.240,10022,口令破解,中
79645,2021-09-08 15:20:23,20.211.15.251,43420,20.209.137.42,13306,口令破解,中
79646,2021-09-08 15:21:40,20.211.12.176,55006,20.209.27.177,22,信息泄露,中
79647,2021-09-08 15:22:17,20.211.15.250,44401,20.209.125.50,23306,口令破解,中
79648,2021-09-08 15:23:13,20.211.12.176,55162,20.209.24.116,22,信息泄露,中
79696,2021-09-08 15:54:34,31.75.76.163,53545,20.209.134.104,25,信息泄露,中
79697,2021-09-08 16:04:50,20.62.27.186,50327,20.209.134.32,10022,口令破解,中
79749,2021-09-08 16:00:21,36.76.141.38,59948,35.76.16.41,13306,口令破解,中
79750,2021-09-08 16:00:20,20.211.12.242,41761,20.209.30.197,20001,木马行为,低
79790,2021-09-08 15:23:11,20.211.12.242,60768,20.209.30.197,20001,木马行为,低
79830,2021-09-08 18:55:55,20.209.128.228,35726,20.111.64.194,20022,口令破解,中
79832,2021-09-08 18:46:57,33.76.13.53,33918,20.209.135.192,8107,违规应用软件,低
79867,2021-09-08 15:54:38,20.211.12.155,52896,20.209.135.129,13306,口令破解,中
79894,2021-09-08 15:13:58,20.211.12.176,54291,20.209.24.116,22,信息泄露,中
79895,2021-09-08 15:23:35,31.75.76.163,58044,20.209.134.104,44263,信息泄露,中
79896,2021-09-08 15:17:21,20.209.30.178,137,20.209.30.110,137,信息泄露,中
79897,2021-09-08 15:25:56,20.209.128.229,51686,20.111.64.195,20022,口令破解,中
79931,2021-09-08 15:52:27,20.211.12.176,57925,20.209.27.175,22,信息泄露,中
79932,2021-09-08 15:52:24,20.211.15.250,46350,20.209.125.50,23306,口令破解,中
79933,2021-09-08 16:02:25,20.211.15.250,46995,20.209.125.50,23306,口令破解,中
79934,2021-09-08 15:50:50,36.76.141.231,55174,20.209.141.166,13306,口令破解,中
79965,2021-09-08 17:02:07,20.62.23.145,55601,20.209.141.240,10022,口令破解,中
79966,2021-09-08 17:02:40,20.211.15.250,50959,20.209.125.50,23306,口令破解,中
79983,2021-09-08 15:00:44,20.211.15.251,42603,20.209.137.42,13306,口令破解,中
79984,2021-09-08 15:01:32,20.211.12.176,53106,20.209.24.116,22,信息泄露,中
79985,2021-09-08 15:01:56,20.209.128.229,51482,20.111.64.195,20022,口令破解,中
80006,2021-09-08 18:24:35,20.209.46.240,39881,20.209.125.94,28063,违规应用软件,低
80019,2021-09-08 16:31:03,20.211.12.176,61595,20.209.24.116,22,信息泄露,中
80020,2021-09-08 16:41:38,36.76.141.38,64341,35.76.16.41,13306,口令破解,中
80021,2021-09-08 16:29:59,20.211.12.72,50798,35.76.12.45,3306,口令破解,中
80024,2021-09-08 15:44:42,20.211.12.70,49351,20.209.134.227,11521,木马行为,低
80025,2021-09-08 15:44:51,33.76.13.53,60062,20.209.135.192,8107,违规应用软件,低
80127,2021-09-08 18:01:55,20.209.128.229,53122,20.111.64.195,20022,口令破解,中
80128,2021-09-08 18:12:11,36.76.141.38,62678,35.76.16.41,13306,口令破解,中
80129,2021-09-08 18:03:11,31.75.76.163,44328,20.209.134.104,5802,信息泄露,中
80130,2021-09-08 18:13:50,20.209.46.240,12094,20.209.125.94,28063,违规应用软件,低
80142,2021-09-08 15:08:15,20.209.171.22,49371,20.209.128.60,13306,口令破解,中
80143,2021-09-08 15:20:01,36.76.141.38,49155,35.76.16.41,13306,口令破解,中
80169,2021-09-08 16:40:01,36.76.141.38,61884,35.76.16.41,13306,口令破解,中
80234,2021-09-08 17:30:00,36.76.141.38,51243,35.76.16.41,13306,口令破解,中
80235,2021-09-08 17:17:59,36.76.141.40,49602,35.76.16.41,13306,口令破解,中
80238,2021-09-08 15:10:22,20.211.15.251,42971,20.209.137.42,13306,口令破解,中
80239,2021-09-08 15:12:08,36.76.141.38,53783,35.76.16.41,13306,口令破解,中
80269,2021-09-08 17:24:53,20.211.12.155,54286,35.76.39.168,3306,口令破解,中
80270,2021-09-08 17:34:50,20.62.27.186,51231,20.209.134.32,10022,口令破解,中
80320,2021-09-08 17:34:51,20.211.216.241,7569,20.209.141.240,10022,口令破解,中
80369,2021-09-08 17:21:39,36.76.141.231,50086,20.209.141.166,13306,口令破解,中
80370,2021-09-08 17:21:03,20.211.12.155,55661,20.209.135.129,13306,口令破解,中
80527,2021-09-08 17:22:55,20.209.128.229,52782,20.111.64.195,20022,口令破解,中
80528,2021-09-08 17:32:45,20.211.15.250,52966,20.209.125.50,23306,口令破解,中
80529,2021-09-08 17:22:01,20.211.12.72,53281,35.76.12.45,3306,口令破解,中
80538,2021-09-08 16:31:58,20.211.12.176,61685,20.209.27.175,22,信息泄露,中
80539,2021-09-08 16:42:10,20.211.12.72,36092,20.209.141.97,13306,口令破解,中
80540,2021-09-08 16:42:35,20.211.15.250,49640,20.209.125.50,23306,口令破解,中
80541,2021-09-08 16:42:43,20.211.15.240,57106,20.209.134.152,13306,口令破解,中
80553,2021-09-08 17:20:09,31.75.76.163,38056,20.209.134.104,5903,信息泄露,中
80554,2021-09-08 17:20:07,20.211.12.176,49889,20.209.24.116,22,信息泄露,中
80555,2021-09-08 17:20:16,31.75.76.163,62768,20.209.134.104,25,信息泄露,中
80603,2021-09-08 18:14:22,20.211.207.122,57222,20.209.134.103,80,违规应用软件,低
80604,2021-09-08 18:14:50,20.62.27.186,51627,20.209.134.32,10022,口令破解,中
80620,2021-09-08 15:30:56,20.211.15.240,54224,20.209.134.152,13306,口令破解,中
80621,2021-09-08 15:31:08,20.209.39.16,63846,35.76.16.190,80,信息泄露,中
80650,2021-09-08 15:10:12,20.211.12.176,53914,20.209.27.175,22,信息泄露,中
80651,2021-09-08 15:20:25,20.211.12.155,39631,20.209.115.249,13306,口令破解,中
80652,2021-09-08 15:20:40,20.211.12.72,58157,20.209.141.97,13306,口令破解,中
80705,2021-09-08 15:03:48,20.211.12.155,50803,20.209.135.129,13306,口令破解,中
80706,2021-09-08 15:05:21,33.76.13.53,59609,20.209.135.192,8107,违规应用软件,低
80750,2021-09-08 18:53:07,31.75.76.163,44407,20.209.134.104,38347,信息泄露,中
80752,2021-09-08 18:54:54,36.76.141.38,59987,35.76.16.41,13306,口令破解,中
80781,2021-09-08 15:48:20,20.211.12.72,47818,35.76.12.45,3306,口令破解,中
80782,2021-09-08 15:48:20,20.211.12.72,47818,35.76.12.45,3306,口令破解,中
80783,2021-09-08 15:48:59,20.211.15.250,39230,20.209.28.208,11521,木马行为,低
80804,2021-09-08 16:45:09,20.209.161.88,1585,20.209.24.85,80,Web应用攻击,低
80805,2021-09-08 16:45:38,20.211.12.72,51692,35.76.12.45,3306,口令破解,中
80806,2021-09-08 18:56:21,20.211.12.70,46927,20.209.134.227,11521,木马行为,低
80910,2021-09-08 15:00:25,20.62.23.145,59175,20.209.141.240,10022,口令破解,中
80911,2021-09-08 15:00:24,36.76.141.231,52406,20.209.141.166,13306,口令破解,中
80939,2021-09-08 15:00:26,20.211.12.72,55867,20.209.141.97,13306,口令破解,中
80940,2021-09-08 15:00:37,20.211.15.240,50735,20.209.134.152,13306,口令破解,中
80941,2021-09-08 15:00:43,20.211.12.176,53025,20.209.27.177,22,信息泄露,中
80942,2021-09-08 18:54:50,20.62.27.186,52053,20.209.134.32,10022,口令破解,中
80943,2021-09-08 18:55:47,20.209.125.210,56565,20.5.45.37,80,信息泄露,中
80966,2021-09-08 15:30:00,20.211.12.155,39982,20.209.115.249,13306,口令破解,中
80967,2021-09-08 15:31:02,36.76.141.38,49362,35.76.16.41,13306,口令破解,中
80968,2021-09-08 15:19:03,20.211.12.155,51280,20.209.135.129,13306,口令破解,中
80983,2021-09-08 18:13:25,20.211.12.72,39003,20.209.141.97,13306,口令破解,中
80984,2021-09-08 18:13:25,20.211.12.72,39003,20.209.141.97,13306,口令破解,中
80998,2021-09-08 18:42:45,20.209.161.88,2374,20.209.24.85,80,Web应用攻击,低
81068,2021-09-08 17:16:33,32.75.24.69,61156,35.76.11.234,32010,违规应用软件,低
81090,2021-09-08 18:52:33,20.211.12.155,58596,20.209.135.129,13306,口令破解,中
81099,2021-09-08 15:12:21,20.209.169.176,64272,20.209.141.36,27001,MISC攻击,高
81100,2021-09-08 15:12:46,20.62.23.176,44244,20.209.29.64,10022,口令破解,中
81115,2021-09-08 17:35:33,20.62.23.145,51397,20.209.141.240,10022,口令破解,中
81116,2021-09-08 17:31:13,20.211.12.155,56029,20.209.135.129,13306,口令破解,中
81130,2021-09-08 15:56:03,36.76.141.38,53971,35.76.16.41,13306,口令破解,中
81131,2021-09-08 15:47:06,20.211.12.176,57420,20.209.24.116,22,信息泄露,中
81132,2021-09-08 16:00:00,36.76.141.38,59515,35.76.16.41,13306,口令破解,中
81183,2021-09-08 18:03:38,20.211.12.72,54322,35.76.12.45,3306,口令破解,中
81274,2021-09-08 15:10:00,20.211.12.72,56430,20.209.141.97,13306,口令破解,中
81275,2021-09-08 16:50:40,20.209.46.240,3785,20.209.125.94,28063,违规应用软件,低
81276,2021-09-08 17:00:25,20.211.12.155,43331,20.209.115.249,13306,口令破解,中
81277,2021-09-08 17:00:43,20.211.12.155,55036,20.209.135.129,13306,口令破解,中
81332,2021-09-08 15:10:25,20.211.12.155,39326,20.209.115.249,13306,口令破解,中
81333,2021-09-08 15:10:55,20.209.128.229,51560,20.111.64.195,20022,口令破解,中
81334,2021-09-08 15:10:53,20.211.12.176,53973,20.209.27.177,22,信息泄露,中
81372,2021-09-08 17:58:21,20.211.12.72,49825,20.209.141.93,13306,口令破解,中
81373,2021-09-08 18:00:38,20.211.12.176,53721,20.209.27.175,22,信息泄露,中
81374,2021-09-08 18:00:54,31.75.76.163,37788,20.209.134.104,25,信息泄露,中
81375,2021-09-08 18:10:02,20.62.23.145,33234,20.209.141.240,10022,口令破解,中
81418,2021-09-08 17:00:02,36.76.141.38,58038,35.76.16.41,13306,口令破解,中
81419,2021-09-08 16:50:07,20.211.12.72,36434,20.209.141.97,13306,口令破解,中
81420,2021-09-08 16:50:25,20.211.12.155,42987,20.209.115.249,13306,口令破解,中
81469,2021-09-08 18:05:58,35.76.18.248,1103,20.86.194.123,20009,信息泄露,中
81470,2021-09-08 18:13:45,20.211.15.250,48834,20.209.28.208,11521,木马行为,低
81606,2021-09-08 17:19:06,35.76.251.212,52322,35.2.251.136,22,信息泄露,中
81607,2021-09-08 17:28:34,20.209.30.180,137,20.209.30.110,137,信息泄露,中
81610,2021-09-08 17:16:11,20.211.12.72,52876,35.76.12.45,3306,口令破解,中
81611,2021-09-08 17:27:37,20.62.23.176,16512,20.209.29.64,10022,口令破解,中
81635,2021-09-08 18:00:24,20.211.15.251,51255,20.209.137.42,13306,口令破解,中
81636,2021-09-08 18:01:05,20.5.97.252,51888,20.209.132.1,18088,信息泄露,中
81643,2021-09-08 16:52:31,20.62.23.145,38795,20.209.141.240,10022,口令破解,中
81665,2021-09-08 15:54:13,20.209.161.123,63875,35.76.31.130,3306,口令破解,中
81666,2021-09-08 15:54:34,31.75.76.163,53448,20.209.134.104,32776,信息泄露,中
81782,2021-09-08 18:19:11,35.76.251.211,41598,35.2.251.136,22,信息泄露,中
81786,2021-09-08 18:22:03,20.211.12.155,57612,20.209.135.129,13306,口令破解,中
81794,2021-09-08 18:26:08,20.209.39.16,56315,35.76.16.190,80,信息泄露,中
81835,2021-09-08 15:01:05,20.211.12.109,11112,20.209.134.67,17002,违规应用软件,低
81836,2021-09-08 15:02:13,20.211.15.250,43129,20.209.125.50,23306,口令破解,中
82013,2021-09-08 16:56:23,31.75.76.163,50703,20.209.134.104,5915,信息泄露,中
82014,2021-09-08 16:56:09,36.76.141.40,65315,35.76.16.41,13306,口令破解,中
82034,2021-09-08 15:55:45,20.211.12.156,42226,20.209.152.49,11521,木马行为,低
82035,2021-09-08 15:55:59,20.211.15.241,47377,20.209.134.152,13306,口令破解,中
82060,2021-09-08 18:13:25,20.211.12.72,39003,20.209.141.97,13306,口令破解,中
82061,2021-09-08 18:20:01,36.76.141.38,57643,35.76.16.41,13306,口令破解,中
82062,2021-09-08 18:19:12,35.76.251.211,41602,35.2.251.136,22,口令破解,中
82154,2021-09-08 15:09:31,20.62.23.145,54673,20.209.141.240,10022,木马行为,低
82190,2021-09-08 18:42:23,20.211.12.155,58260,20.209.135.129,13306,口令破解,中
82191,2021-09-08 18:40:39,20.211.12.176,57507,20.209.27.175,22,信息泄露,中
82192,2021-09-08 18:41:27,31.75.76.163,38065,20.209.134.104,25,信息泄露,中
82193,2021-09-08 18:50:21,20.211.15.251,53518,20.209.137.42,13306,口令破解,中
82200,2021-09-08 16:54:13,20.211.12.176,63798,20.209.24.116,22,信息泄露,中
82201,2021-09-08 17:03:31,31.75.76.163,49545,20.209.134.104,44746,信息泄露,中
82202,2021-09-08 16:54:53,20.62.27.186,50849,20.209.134.32,10022,口令破解,中
82326,2021-09-08 18:42:56,20.211.12.72,39613,20.209.141.97,13306,口令破解,中
82327,2021-09-08 18:52:55,20.209.128.229,53488,20.111.64.195,20022,口令破解,中
82328,2021-09-08 18:53:01,20.211.15.250,58426,20.209.125.50,23306,口令破解,中
82353,2021-09-08 16:00:40,20.211.17.7,52690,20.209.141.31,19100,口令破解,中
82354,2021-09-08 15:50:49,20.211.12.176,57763,20.209.27.177,22,信息泄露,中
82355,2021-09-08 15:51:29,20.62.23.145,38042,20.209.141.240,10022,口令破解,中
82459,2021-09-08 15:55:30,20.209.46.230,49920,20.209.141.97,13306,口令破解,中
82481,2021-09-08 17:00:02,36.76.141.38,58038,35.76.16.41,13306,口令破解,中
82525,2021-09-08 15:20:04,36.76.141.38,49245,35.76.16.41,13306,口令破解,中
82545,2021-09-08 15:02:12,31.75.76.163,62867,20.209.134.104,25,信息泄露,中
82546,2021-09-08 15:11:45,31.75.76.163,34748,20.209.134.104,36864,信息泄露,中
82547,2021-09-08 15:12:32,20.211.17.7,64583,20.209.141.31,19100,口令破解,中
82598,2021-09-08 17:27:43,36.76.141.38,64519,35.76.16.41,13306,口令破解,中
82674,2021-09-08 15:57:33,20.62.23.176,53830,20.209.29.64,10022,口令破解,中
82679,2021-09-08 18:33:30,20.211.12.72,54706,35.76.12.45,3306,口令破解,中
82680,2021-09-08 18:35:27,35.76.18.248,1270,20.86.194.123,20009,信息泄露,中
82681,2021-09-08 18:36:19,20.211.12.72,54322,20.209.134.245,13306,口令破解,中
82759,2021-09-08 15:11:29,20.209.39.16,62677,35.76.16.190,80,信息泄露,中
82839,2021-09-08 18:10:00,36.76.141.38,59474,35.76.16.41,13306,口令破解,中
82840,2021-09-08 17:59:33,20.5.97.252,51370,20.209.132.1,18088,信息泄露,中
82890,2021-09-08 15:56:51,33.76.13.53,60197,20.209.135.192,8107,违规应用软件,低
82921,2021-09-08 15:06:15,20.209.161.123,65032,35.76.31.129,3306,口令破解,中
82990,2021-09-08 18:12:09,20.209.39.16,55835,35.76.16.190,80,信息泄露,中
83031,2021-09-08 18:50:25,20.211.12.155,46818,20.209.115.249,13306,口令破解,中
83032,2021-09-08 18:51:52,20.209.142.114,50698,20.5.45.51,25881,Web应用攻击,低
83033,2021-09-08 18:41:36,20.211.12.176,57607,20.209.27.177,22,信息泄露,中
83057,2021-09-08 15:52:55,20.209.128.229,51958,20.111.64.195,20022,口令破解,中
83058,2021-09-08 15:53:04,20.211.12.70,50479,20.209.134.227,11521,木马行为,低
83157,2021-09-08 16:35:21,20.209.125.210,53099,20.5.45.37,80,信息泄露,中
83158,2021-09-08 16:44:37,31.75.76.163,51255,20.209.134.104,37903,信息泄露,中
83159,2021-09-08 16:44:37,31.75.76.163,51255,20.209.134.104,37903,信息泄露,中
83160,2021-09-08 16:38:32,20.211.15.240,56857,20.209.134.152,13306,口令破解,中
83213,2021-09-08 16:51:06,20.211.12.176,63492,20.209.27.177,22,信息泄露,中
83214,2021-09-08 16:51:41,31.75.76.163,49395,20.209.134.104,25,信息泄露,中
83215,2021-09-08 17:01:34,20.209.46.240,4982,20.209.125.94,28063,违规应用软件,低
83216,2021-09-08 17:01:55,20.209.128.229,52622,20.111.64.195,20022,口令破解,中
83223,2021-09-08 15:06:15,20.209.161.123,65027,35.76.31.130,3306,口令破解,中
83269,2021-09-08 15:00:19,20.211.12.176,52992,20.209.27.175,22,信息泄露,中
83270,2021-09-08 15:00:25,20.211.12.155,39016,20.209.115.249,13306,口令破解,中
83288,2021-09-08 15:24:08,20.211.12.155,51427,20.209.135.129,13306,口令破解,中
83289,2021-09-08 15:33:17,31.75.76.163,37718,20.209.134.104,39603,信息泄露,中
83333,2021-09-08 16:30:10,31.75.76.163,62133,20.209.134.104,25,信息泄露,中
83334,2021-09-08 16:28:49,36.76.141.207,54145,35.76.37.237,13306,口令破解,中
83335,2021-09-08 16:54:11,20.211.15.250,43509,20.209.28.208,11521,木马行为,低
83336,2021-09-08 16:43:30,20.211.12.109,28514,20.209.134.67,17002,违规应用软件,低
83357,2021-09-08 16:38:32,20.211.15.240,56857,20.209.134.152,13306,口令破解,中
83358,2021-09-08 16:38:32,20.211.15.240,56857,20.209.134.152,13306,口令破解,中
83378,2021-09-08 18:14:27,36.76.141.40,51412,35.76.16.41,13306,口令破解,中
83402,2021-09-08 17:20:19,20.211.12.176,49904,20.209.27.177,22,信息泄露,中
83403,2021-09-08 17:20:26,20.211.12.176,49906,20.209.27.175,22,信息泄露,中
83424,2021-09-08 15:10:00,36.76.141.38,50537,35.76.16.41,13306,口令破解,中
83480,2021-09-08 17:28:40,20.209.30.85,50618,20.5.50.35,80,信息泄露,中
83484,2021-09-08 16:00:23,20.211.15.251,45376,20.209.137.42,13306,口令破解,中
83485,2021-09-08 15:54:13,20.209.161.123,63878,35.76.31.129,3306,口令破解,中
83499,2021-09-08 18:00:04,20.211.15.242,54708,20.209.152.225,13306,口令破解,中
83500,2021-09-08 18:00:24,20.211.15.251,51255,20.209.137.42,13306,口令破解,中
83501,2021-09-08 18:00:24,20.211.15.251,51255,20.209.137.42,13306,口令破解,中
330912,2021-09-08 16:35:08,20.209.163.120,42780,20.209.133.241,20003,植入XSS跨站代码,高
330913,2021-09-08 16:35:08,20.209.163.120,56309,20.209.133.241,20003,植入XSS跨站代码,高
330914,2021-09-08 16:50:25,20.209.163.121,34946,20.209.133.241,20003,植入XSS跨站代码,高
330915,2021-09-08 16:50:46,20.209.163.121,3247,20.209.133.241,20003,植入XSS跨站代码,高
330916,2021-09-08 16:50:46,20.209.163.121,55791,20.209.133.241,20003,植入XSS跨站代码,高
330917,2021-09-08 16:50:46,20.209.163.121,18604,20.209.133.241,20003,植入XSS跨站代码,高
330918,2021-09-08 16:50:46,20.209.163.121,2864,20.209.133.241,20003,植入XSS跨站代码,高
330919,2021-09-08 16:50:46,20.209.163.121,38704,20.209.133.241,20003,植入XSS跨站代码,高
330920,2021-09-08 16:51:25,20.209.163.121,16406,20.209.133.241,20003,植入XSS跨站代码,高
330921,2021-09-08 16:51:27,20.209.163.121,64804,20.209.133.241,20003,植入XSS跨站代码,高
330922,2021-09-08 16:41:59,20.209.163.121,14117,20.209.133.241,20003,植入XSS跨站代码,高
330923,2021-09-08 16:41:44,20.209.163.121,56199,20.209.133.241,20003,植入XSS跨站代码,高
330924,2021-09-08 16:41:24,20.209.163.121,36742,20.209.133.241,20003,植入XSS跨站代码,高
330925,2021-09-08 16:19:44,20.209.163.121,38511,20.209.133.241,20003,植入XSS跨站代码,高
330926,2021-09-08 16:19:44,20.209.163.121,7074,20.209.133.241,20003,植入XSS跨站代码,高
330927,2021-09-08 16:19:45,20.209.163.121,49888,20.209.133.241,20003,植入XSS跨站代码,高
330928,2021-09-08 16:19:45,20.209.163.121,6139,20.209.133.241,20003,植入XSS跨站代码,高
330929,2021-09-08 17:24:28,20.209.163.125,10306,20.209.133.241,20003,植入XSS跨站代码,高
330930,2021-09-08 17:24:28,20.209.163.125,62591,20.209.133.241,20003,植入XSS跨站代码,高
330931,2021-09-08 17:24:27,20.209.163.125,22988,20.209.133.241,20003,植入XSS跨站代码,高
330932,2021-09-08 17:24:28,20.209.163.125,54474,20.209.133.241,20003,植入XSS跨站代码,高
330933,2021-09-08 17:24:28,20.209.163.125,57891,20.209.133.241,20003,植入XSS跨站代码,高
330934,2021-09-08 17:24:28,20.209.163.125,13888,20.209.133.241,20003,植入XSS跨站代码,高
330935,2021-09-08 17:24:27,20.209.163.125,59819,20.209.133.241,20003,植入XSS跨站代码,高
330936,2021-09-08 17:24:27,20.209.163.125,14259,20.209.133.241,20003,植入XSS跨站代码,高
330937,2021-09-08 17:24:28,20.209.163.125,34979,20.209.133.241,20003,植入XSS跨站代码,高
330938,2021-09-08 17:24:28,20.209.163.125,50749,20.209.133.241,20003,植入XSS跨站代码,高
330939,2021-09-08 17:24:27,20.209.163.125,52386,20.209.133.241,20003,植入XSS跨站代码,高
330940,2021-09-08 17:24:27,20.209.163.125,24853,20.209.133.241,20003,植入XSS跨站代码,高
330941,2021-09-08 17:24:28,20.209.163.125,34173,20.209.133.241,20003,植入XSS跨站代码,高
330942,2021-09-08 17:24:28,20.209.163.125,54722,20.209.133.241,20003,植入XSS跨站代码,高
330943,2021-09-08 17:24:27,20.209.163.125,9428,20.209.133.241,20003,植入XSS跨站代码,高
330944,2021-09-08 17:24:27,20.209.163.125,21590,20.209.133.241,20003,植入XSS跨站代码,高
330945,2021-09-08 17:24:27,20.209.163.125,19041,20.209.133.241,20003,植入XSS跨站代码,高
330946,2021-09-08 15:35:45,20.209.39.252,65462,20.209.137.61,13000,注入攻击,高
330947,2021-09-08 15:35:47,20.209.39.252,65463,20.209.137.61,13000,注入攻击,高
330948,2021-09-08 15:35:47,20.209.39.252,65463,20.209.137.61,13000,注入攻击,高
330949,2021-09-08 15:48:09,34.76.22.175,60279,20.209.30.14,20777,注入攻击,高
330950,2021-09-08 16:28:44,20.209.163.121,8998,20.209.133.241,20003,植入XSS跨站代码,高
330951,2021-09-08 16:28:44,20.209.163.121,10666,20.209.133.241,20003,植入XSS跨站代码,高
330952,2021-09-08 16:28:44,20.209.163.121,35978,20.209.133.241,20003,植入XSS跨站代码,高
330953,2021-09-08 16:19:44,20.209.163.121,8992,20.209.133.241,20003,植入XSS跨站代码,高
330954,2021-09-08 16:19:44,20.209.163.121,62943,20.209.133.241,20003,植入XSS跨站代码,高
330955,2021-09-08 16:19:45,20.209.163.121,56245,20.209.133.241,20003,植入XSS跨站代码,高
330956,2021-09-08 16:19:45,20.209.163.121,64388,20.209.133.241,20003,植入XSS跨站代码,高
330957,2021-09-08 16:19:44,20.209.163.121,50044,20.209.133.241,20003,植入XSS跨站代码,高
330958,2021-09-08 16:19:45,20.209.163.121,33886,20.209.133.241,20003,植入XSS跨站代码,高
330959,2021-09-08 16:19:45,20.209.163.121,56270,20.209.133.241,20003,植入XSS跨站代码,高
330960,2021-09-08 16:19:45,20.209.163.121,10165,20.209.133.241,20003,植入XSS跨站代码,高
330961,2021-09-08 16:19:45,20.209.163.121,62186,20.209.133.241,20003,植入XSS跨站代码,高
